X1,version,uid,type,f2525b,typeDescription,how,parsedhow,time,start,stale,access,opex,opexDescription,qos,qosDescription,flowTagsVersion,remarksSource,remarksTime,remarksTo,remarksKeywords,remarksVersion,requestNotify,requestWilcoby,requestPriority,requestVersion,requestTo,requestAuthority,requestStreamTo,sensorAzimuth,sensorElevation,sensorRoll,sensorFOV,sensorVFOV,sensorNorth,sensorVersion,sensorType,sensorModel,sensorRange,spatialAttitudeRoll,spatialAttitudePitch,spatialAttitudeYaw,spatialAttitudeERoll,spatialAttitudeEPitch,spatialAttitudeEYaw,spatialSpinRoll,spatialSpinPitch,spatialSpinYaw,spatialSpinERoll,spatialSpinEPitch,spatialSpinEYaw,spatialVersion,trackCourse,trackSpeed,trackSlope,trackECourse,trackESpeed,trackESlope,trackVersion,uidVersion,objectid,globalid,x,y
308524,2,917238408117846,a-u-A,SUAP-----------,unknown air air track,m-a,machine tracker,1619702978000,1619702982000,1619703102000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262.59394955154494,223.78314000000003,NA,NA,NA,NA,NA,NA,308525,{A6AEB3CD-DC46-4D8B-8289-1CA1756FA29B},-75.66985,37.5363
427685,2,897952992843124,a-u-A,SUAP-----------,unknown air air track,m-a,machine tracker,1619706968000,1619706926000,1619707046000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.139124958890875,253.620892,NA,NA,NA,NA,NA,NA,427686,{C7C2458C-0E48-4242-9A27-078DDEC067C4},-76.1346,37.67906
282325,2,2941994322953383,a-u-A,SUAP-----------,unknown air air track,m-a,machine tracker,1619702113000,1619702120000,1619702240000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.66172264296347,211.436484,NA,NA,NA,NA,NA,NA,282326,{93F9CDC8-5173-4E92-8C12-FAF7845A701B},-77.73803,36.34035
49128,2,163434507173305,a-u-S,SUSP-----------,unknown surface sea sea surface track,m-a,machine tracker,1619615308000,1619615329000,1619615449000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.36432241710264,28.7,NA,NA,NA,NA,NA,NA,49129,{C3301ED2-B60C-4746-BFB9-02B992C217BB},-76.1747,36.93808
520621,2,3431989764018675,a-u-A,SUAP-----------,unknown air air track,m-a,machine tracker,1619710018000,1619710040000,1619710160000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.965932496459345,243.84645600000002,NA,NA,NA,NA,NA,NA,520622,{24072A3D-5690-4934-BCFC-8475381A504D},-77.59478,36.09384
56008,2,111006905474390,a-u-S,SUSP-----------,unknown surface sea sea surface track,m-a,machine tracker,1619615473000,1619615471000,1619615591000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.36432241710264,0.3,NA,NA,NA,NA,NA,NA,56009,{1ABBA430-52D9-43E1-932A-9DAB4A9E31FE},-76.33352,36.93127
142093,2,3947345749668157,a-u-A,SUAP-----------,unknown air air track,m-a,machine tracker,1619617488000,1619617262000,1619617382000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221.92313254255788,180.56984400000002,NA,NA,NA,NA,NA,NA,142094,{1237C0B6-38BA-4295-94BF-769A0AC843C6},-77.84673,36.36912
153010,2,58883199252257,a-u-S,SUSP-----------,unknown surface sea sea surface track,m-a,machine tracker,1619617717000,1619617741000,1619617861000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.36432241710264,8.3,NA,NA,NA,NA,NA,NA,153011,{CD7224DE-EFDB-4DED-8E86-D4D92A411FBA},-76.29398,36.83884
2123,2,ef40338c-9285-029e-da66-5f84bbb1aa7eC6C9B4704CAC82B9D57744518A26D46D4CFA61C0DD6873A5E54477C0BBCBB23F,a-f-G-U-C-I,SFGPUCI--------,friendly ground troops (open),h-g-i-g-o,human noncot gigo,1619564521000,1619564521000,1619650921000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124,{A1C64D85-3084-470B-8902-347B6E880119},-76.00436169999999,36.9230461
783623,2,2450760414785005,a-u-S,SUSP-----------,unknown surface sea sea surface track,m-a,machine tracker,1619718839000,1619718811000,1619718931000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.36432241710264,10.200000000000001,NA,NA,NA,NA,NA,NA,783624,{1B9D2F8F-0A5B-4FE6-8B26-367A7709CF52},-76.32408,36.99216
310768,2,864391581635666,a-u-A,SUAP-----------,unknown air air track,m-a,machine tracker,1619703048000,1619703068000,1619703188000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.64380973109803,219.15314400000003,NA,NA,NA,NA,NA,NA,310769,{4EC9CE10-AEAC-47DF-B390-8DE35510655F},-77.02702,36.70104
755686,2,1681509838059867,a-u-A,SUAP-----------,unknown air air track,m-a,machine tracker,1619717859000,1619717804000,1619717924000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.139124958890875,245.389788,NA,NA,NA,NA,NA,NA,755687,{3C61E652-9579-4BC7-8F81-D01AC875D280},-77.68654,37.68548
380565,2,3637162151365716,a-u-A,SUAP-----------,unknown air air track,m-a,machine tracker,1619705418000,1619705438000,1619705558000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221.92313254255788,192.91650000000004,NA,NA,NA,NA,NA,NA,380566,{303C9279-FB63-4B1F-868C-5E8B31D39158},-77.372559999999993,36.69024
663022,2,2750750229183096,a-u-A,SUAP-----------,unknown air air track,m-a,machine tracker,1619714683000,1619714680000,1619714800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.16923979791278,231.4998,NA,NA,NA,NA,NA,NA,663023,{3531B3B5-2828-4CA7-A1D8-867E6D34FDF6},-76.17049,36.66221
441493,2,493946661854589,a-u-A,SUAP-----------,unknown air air track,m-a,machine tracker,1619707418000,1619707440000,1619707560000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.11893672266172,73.565492,NA,NA,NA,NA,NA,NA,441494,{C4C319F6-2F94-44F7-AC82-051C1BB42556},-76.74254,37.23715
710836,2,GHST-364-SPI,b-m-p-s-p-i,SUZP-----------,bits mappoint cuepoint spi point,m-g,machine gps,1619716313000,1619716335000,1619716455000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710837,{92FAB2D6-E174-4DE8-B0E8-99AF1387C22C},-76.01045378420305,36.92396058399104
506839,2,5812761751601385,a-u-G-E-V,SUGPEV---------,unknown ground vehicle equipment ground vehicle,m-a,machine tracker,1619709549000,1619709335000,1619709455000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289.6229839091232,2.2829007540376995,NA,NA,NA,NA,NA,NA,506840,{DE74AF50-5D5F-4956-84B0-03D679B85B1B},-76.00861075691584,36.923781955058026
436876,2,855027415718624,a-u-S,SUSP-----------,unknown surface sea sea surface track,m-a,machine tracker,1619707263000,1619707254000,1619707374000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.61652727481828,5.299999999999999,NA,NA,NA,NA,NA,NA,436877,{49BB358E-506E-44AB-85D8-A102A5F01242},-76.15543,36.98581
847774,2,3237492562927181,a-u-S,SUSP-----------,unknown surface sea sea surface track,m-a,machine tracker,1619721098000,1619721080000,1619721200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.36432241710264,7.5,NA,NA,NA,NA,NA,NA,847775,{483EBC1A-860E-4336-83B5-271E542392AC},-76.31341,36.85773
359342,2,4212188907824823,a-u-A,SUAP-----------,unknown air air track,m-a,machine tracker,1619704703000,1619704716000,1619704836000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.64380973109803,220.69647600000002,NA,NA,NA,NA,NA,NA,359343,{CE13A07B-61FD-4AA8-87FE-85B2C937549F},-77.17546,36.49571
4382,2,ef40338c-9285-029e-da66-5f84bbb1aa7eC6C9B4704CAC82B9D57744518A26D46D4CFA61C0DD6873A5E54477C0BBCBB23F,a-f-G-U-C-I,SFGPUCI--------,friendly ground troops (open),h-g-i-g-o,human noncot gigo,1619574962000,1619574961000,1619661361000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4383,{B7820958-8990-4F77-AF75-7BF55219AA4F},-76.00436169999999,36.9230461
778451,2,1904445479557272,a-u-A,SUAP-----------,unknown air air track,m-a,machine tracker,1619718659000,1619718612000,1619718732000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.173146693655895,162.56430400000002,NA,NA,NA,NA,NA,NA,778452,{F9E8EC78-4777-4A75-A1C0-FC9F7B9F0A6D},-77.01065,37.70544
947420,2,3578314877694571,a-u-S,SUSP-----------,unknown surface sea sea surface track,m-a,machine tracker,1619724739000,1619724695000,1619724815000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.36432241710264,1.6,NA,NA,NA,NA,NA,NA,947421,{66902698-C5B7-4286-B642-2EF1AF0AADA1},-76.24477,36.83676
671564,2,532405619794581,a-u-A,SUAP-----------,unknown air air track,m-a,machine tracker,1619714974000,1619714812000,1619714932000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.22776344664078,67.90660800000002,NA,NA,NA,NA,NA,NA,671565,{5826941C-5F6D-4EFF-88A0-F18DE8409B05},-77.3365,37.533
308398,2,338558249429762,a-u-S,SUSP-----------,unknown surface sea sea surface track,m-a,machine tracker,1619702978000,1619703004000,1619703124000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.99348880083187,31.3,NA,NA,NA,NA,NA,NA,308399,{FE038ADB-70A4-479E-95A4-C215D86DBAAC},-76.03404,36.93445
756100,2,2380977081835363,a-u-S,SUSP-----------,unknown surface sea sea surface track,m-a,machine tracker,1619717873000,1619717888000,1619718008000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285.3523578502421,10.1,NA,NA,NA,NA,NA,NA,756101,{EBDB74ED-5BAF-4B78-BA8E-A7FC92FF2E5C},-76.20889,37.00218
177324,2,410067841993643,a-u-S,SUSP-----------,unknown surface sea sea surface track,m-a,machine tracker,1619618668000,1619618662000,1619618782000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.36432241710264,15.7,NA,NA,NA,NA,NA,NA,177325,{15FCFE3C-F567-4CF4-98E5-39317B605498},-76.01925,36.95088
93803,2,2419815533009481,a-u-S,SUSP-----------,unknown surface sea sea surface track,m-a,machine tracker,1619616432000,1619616395000,1619616515000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.36432241710264,23.7,NA,NA,NA,NA,NA,NA,93804,{90F22877-2801-42D4-B13E-D1AC2B5C0B2E},-76.11171,36.9757
462161,2,ANDURIL-LATTICE-DE29,a-f-G-E-S,SFGPES---------,friendly ground equipment sensor,m-g,machine gps,1619708083000,1619708093000,1619708213000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,462162,{4C42D69E-5266-45CA-93BA-9A349A4F8A7C},-76.0329365,36.922094
358411,2,3637162151365716,a-u-A,SUAP-----------,unknown air air track,m-a,machine tracker,1619704668000,1619704670000,1619704790000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218.41064840522336,217.609812,NA,NA,NA,NA,NA,NA,358412,{C5C7C193-A481-45AB-B96F-414AD49AC56E},-75.97566,37.65399
173800,2,1332710563515071,a-u-S,SUSP-----------,unknown surface sea sea surface track,m-a,machine tracker,1619618528000,1619618521000,1619618641000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.36432241710264,6.9,NA,NA,NA,NA,NA,NA,173801,{0DD3F74C-5C69-4F7F-BFF4-E9C2DE1875A9},-75.95282,36.98463
291667,2,3402997521517105,a-u-S,SUSP-----------,unknown surface sea sea surface track,m-a,machine tracker,1619702428000,1619702436000,1619702556000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.36432241710264,0.5,NA,NA,NA,NA,NA,NA,291668,{B7AF18AD-7D34-4D81-9098-936B1C421929},-76.33604,37.01702
757367,2,3265485059064485,a-u-A,SUAP-----------,unknown air air track,m-a,machine tracker,1619717919000,1619717844000,1619717964000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254.64764214975793,30.352196,NA,NA,NA,NA,NA,NA,757368,{0213E1B7-FEB9-4285-89AC-CF8D0D1FCA99},-76.14823,36.26079
605847,2,4047642048971759,a-u-A,SUAP-----------,unknown air air track,m-a,machine tracker,1619712788000,1619712786000,1619712906000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.245604797835313,242.817568,NA,NA,NA,NA,NA,NA,605848,{0DC41F83-43DE-4E2E-B50A-8E9FD42BECD8},-77.78499,37.16014
486171,2,2431960266789339,a-u-S,SUSP-----------,unknown surface sea sea surface track,m-a,machine tracker,1619708868000,1619708883000,1619709003000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.36432241710264,2.4,NA,NA,NA,NA,NA,NA,486172,{7D5419C7-E609-4E32-893A-374C081DAE41},-76.24447,36.72264
468908,2,1365f2b2-06a9-815b-1cfe-7ecc8873d0e40AF35E329B5EDFA1C8A9214C8A8D97933CD0034628A26B7A53A8511FCF8CFC69,a-f-G-U-C-I,SFGPUCI--------,friendly ground troops (open),h-g-i-g-o,human noncot gigo,1619708305000,1619708302000,1619794702000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468909,{98BD58AA-34EF-410B-835B-273D7EC23E2C},-76.00187838077545,36.92438364028931
887867,2,3402997521517105,a-u-S,SUSP-----------,unknown surface sea sea surface track,m-a,machine tracker,1619722598000,1619722568000,1619722688000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.36432241710264,0.5,NA,NA,NA,NA,NA,NA,887868,{1F63B6EF-F2B8-4E28-949E-B4EE858AD8AF},-76.33604,37.01702
653792,2,708603941348610,a-u-S,SUSP-----------,unknown surface sea sea surface track,m-a,machine tracker,1619714369000,1619714343000,1619714463000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293.1489975529539,1.6,NA,NA,NA,NA,NA,NA,653793,{14AA666B-C16A-4330-9240-A83CE614D776},-76.33524,36.92876
746842,2,3265485059064485,a-u-A,SUAP-----------,unknown air air track,m-a,machine tracker,1619717549000,1619717554000,1619717674000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.83076020208716,46.81440400000001,NA,NA,NA,NA,NA,NA,746843,{DB150AF4-D6F4-490E-BC37-0B5D9F3FC3C9},-76.15088,36.36145
719472,2,3261009112936330,a-u-A,SUAP-----------,unknown air air track,m-a,machine tracker,1619716609000,1619716618000,1619716738000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.59394955154471,269.56865600000003,NA,NA,NA,NA,NA,NA,719473,{515552B9-2548-4AB1-BAE7-78CC32F67ED1},-76.72431,36.52698
60782,2,ANDROID-R52JA0BB9FM,a-f-G-U-C,SFGPUC---------,friendly ground combat,m-g,machine gps,1619615577000,1619615604000,1619615657000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.17527248952402,1.0700000524520874,NA,NA,NA,NA,NA,NA,60783,{08FB041E-C90F-4315-AB69-48EC479D68C5},-76.003833,36.924021
349734,2,1029148486976378,a-u-S,SUSP-----------,unknown surface sea sea surface track,m-a,machine tracker,1619704373000,1619704349000,1619704469000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.36432241710264,2.6,NA,NA,NA,NA,NA,NA,349735,{80EC4B11-1CC7-42C2-A7CF-9F6B040AB90B},-76.18199,36.92238
477726,2,ANDURIL-LATTICE-C088,a-f-A-M-H-Q,SFAPMHQ--------,friendly air urw drone (rpv/uav),m-g,machine gps,1619708588000,1619708614000,1619708734000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.21400934559032697,NA,NA,NA,NA,NA,NA,477727,{99A7044B-350C-49F2-B35E-D770DD1C76AE},-76.0120378,36.9192278
380019,2,1478322513172990,a-u-A,SUAP-----------,unknown air air track,m-a,machine tracker,1619705399000,1619705402000,1619705522000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.30758567689156,252.592004,NA,NA,NA,NA,NA,NA,380020,{BBE262CA-7650-4C3D-B9F6-668D9C06B766},-76.56127,36.67218
35331,2,1403191665952145,a-u-A,SUAP-----------,unknown air air track,m-a,machine tracker,1619614996000,1619615012000,1619615132000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.0001015515137,77.681044,NA,NA,NA,NA,NA,NA,35332,{DD235B29-58C2-4DAA-8AA7-DEF40B9F3B14},-76.34049,37.32335
332089,2,79650555728256,a-u-A,SUAP-----------,unknown air air track,m-a,machine tracker,1619703768000,1619703782000,1619703902000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.92313254255788,203.20538,NA,NA,NA,NA,NA,NA,332090,{0438CA36-C5DE-4DC1-BC0E-762FD3F67912},-77.13238,36.21941
585296,2,128823913551298,a-u-A,SUAP-----------,unknown air air track,m-a,machine tracker,1619712113000,1619712132000,1619712252000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.526243158047,227.38424800000004,NA,NA,NA,NA,NA,NA,585297,{1A40FD2D-D988-484A-8077-335924AC49FC},-76.67839,36.43062
803264,2,843263347583786,a-u-S,SUSP-----------,unknown surface sea sea surface track,m-a,machine tracker,1619719533000,1619719519000,1619719639000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.36432241710264,24.2,NA,NA,NA,NA,NA,NA,803265,{1096A279-5F98-42B6-8AF1-56AB28CFA6C2},-75.98173,36.88961
592734,2,3182693842866304,a-u-A,SUAP-----------,unknown air air track,m-a,machine tracker,1619712368000,1619712388000,1619712508000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7722365533591642,233.55757600000004,NA,NA,NA,NA,NA,NA,592735,{E8F4945A-7208-4505-8B4F-8390D3017DE9},-76.74562,36.49677
689784,2,1488676568728838,a-u-S,SUSP-----------,unknown surface sea sea surface track,m-a,machine tracker,1619715588000,1619715548000,1619715668000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.36432241710264,6.7,NA,NA,NA,NA,NA,NA,689785,{017AF20B-F8B5-4242-A748-964429EA6A01},-76.34824,36.96337
